LOAN_ID,CUSTOMER_ID,LOAN_AMOUNT,INTEREST_RATE,LOAN_TERM,DISBURSAL_DATE,REPAYMENT_START_DATE,REPAYMENT_END_DATE,LOAN_STATUS,OVERDUE_AMOUNT,EMI_AMOUNT,COLLATERAL_DETAILS,DEFAULT_FLAG,REGION
L027347,C064923,2325495,11.29,48,2023-10-24,2023-11-24,2027-10-24,Closed,35324,50758,Property,0,Central
L027348,C017358,2168213,9.01,60,2021-04-23,2021-05-23,2026-04-23,Closed,22309,61999,Property,0,South
L027349,C042038,4356300,14.17,36,2020-02-07,2020-03-07,2023-02-07,Active,48658,18358,Property,0,East
L027350,C024526,422228,7.62,24,2023-05-24,2023-06-24,2025-05-24,Closed,0,49837,Property,0,West
L027351,C020538,3079370,7.88,48,2023-01-20,2023-02-20,2027-01-20,Closed,38047,26794,Vehicle,0,East
L027352,C065163,4284081,12.14,12,2021-02-14,2021-03-14,2022-02-14,Closed,35254,14216,Property,0,South
L027353,C025407,756347,7.64,12,2024-03-04,2024-04-04,2025-03-04,Closed,0,16014,Vehicle,0,North
L027354,C051145,3402503,8.99,60,2020-05-21,2020-06-21,2025-05-21,Active,28879,91445,Property,0,Central
L027355,C000408,4006108,12.46,36,2021-10-17,2021-11-17,2024-10-17,Closed,0,60369,Property,0,East
L027356,C024951,4861982,7.3,12,2024-08-25,2024-09-25,2025-08-25,Closed,0,18886,Vehicle,0,East
L027357,C024001,2812146,8.23,24,2024-12-04,2025-01-04,2026-12-04,Active,0,54204,Property,0,Central
L027358,C012469,1975859,13.65,12,2020-10-10,2020-11-10,2021-10-10,Overdue,8960,38527,Vehicle,0,Northeast
L027359,C056967,1725123,12.85,48,2020-05-23,2020-06-23,2024-05-23,Active,0,5038,Property,0,East
L027360,C059452,250199,9.38,24,2022-12-29,2023-01-29,2024-12-29,Active,0,68364,Property,0,North
L027361,C019276,2179794,11.46,60,2021-03-10,2021-04-10,2026-03-10,Closed,0,98184,Property,0,Central
L027362,C003969,254329,7.48,60,2021-11-21,2021-12-21,2026-11-21,Closed,49816,77568,Vehicle,0,Northeast
L027363,C028169,2695021,7.78,36,2020-07-26,2020-08-26,2023-07-26,Closed,0,7608,Property,0,North
L027364,C028043,1082760,9.37,60,2023-12-26,2024-01-26,2028-12-26,Overdue,0,15931,Vehicle,0,North
L027365,C027871,3324021,12.68,48,2020-05-30,2020-06-30,2024-05-30,Active,39529,40718,Vehicle,0,Central
L027366,C001648,3885631,14.34,48,2021-12-10,2022-01-10,2025-12-10,Closed,28503,27647,Property,0,East
L027367,C023515,2484086,12.24,24,2022-12-02,2023-01-02,2024-12-02,Active,45648,31666,Vehicle,0,South
L027368,C055653,2249307,7.45,60,2022-03-03,2022-04-03,2027-03-03,Active,1369,48114,Vehicle,0,East
L027369,C034142,576525,8.3,24,2020-02-08,2020-03-08,2022-02-08,Closed,0,77830,Property,0,Central
L027370,C017877,3155515,8.31,36,2022-12-07,2023-01-07,2025-12-07,Active,0,51504,Property,0,Central
L027371,C020885,217430,11.67,60,2021-11-10,2021-12-10,2026-11-10,Closed,0,98346,Property,0,Northeast
L027372,C065616,2703534,9.79,60,2022-05-11,2022-06-11,2027-05-11,Overdue,32468,52426,Vehicle,0,South
L027373,C061306,3942812,13.69,12,2023-11-03,2023-12-03,2024-11-03,Active,0,5734,Vehicle,0,East
L027374,C009382,1258979,8.67,24,2021-03-15,2021-04-15,2023-03-15,Overdue,0,64268,Property,0,Northeast
L027375,C049193,963963,9.48,24,2023-07-19,2023-08-19,2025-07-19,Active,0,21526,Property,0,East
L027376,C023427,1924902,10.37,36,2019-12-30,2020-01-30,2022-12-30,Closed,0,81659,Property,0,South
L027377,C006087,1799675,9.76,48,2022-09-23,2022-10-23,2026-09-23,Overdue,0,59622,Property,1,West
L027378,C055692,3962776,14.05,12,2020-08-29,2020-09-29,2021-08-29,Active,48309,73471,Property,0,West
L027379,C017927,1521218,8.77,12,2022-06-15,2022-07-15,2023-06-15,Overdue,0,66123,Property,0,Northeast
L027380,C040927,2655697,13.79,36,2023-07-22,2023-08-22,2026-07-22,Active,0,8118,Property,0,West
L027381,C046628,3489287,11.04,36,2024-01-31,2024-02-29,2027-01-31,Active,0,86373,Vehicle,0,Northeast
L027382,C051528,4035183,7.43,24,2023-01-14,2023-02-14,2025-01-14,Closed,0,22214,Property,0,Northeast
L027383,C061148,1869949,11.87,36,2024-12-13,2025-01-13,2027-12-13,Closed,0,98960,Property,0,North
L027384,C010360,4344471,13.69,12,2024-12-18,2025-01-18,2025-12-18,Overdue,25932,90838,Property,0,Central
L027385,C064480,770449,7.6,12,2024-04-22,2024-05-22,2025-04-22,Closed,27047,83689,Property,1,West
L027386,C049049,1404095,9.77,12,2021-09-14,2021-10-14,2022-09-14,Active,0,38158,Property,0,East
L027387,C042453,4379062,9.97,60,2021-05-20,2021-06-20,2026-05-20,Active,33560,52192,Property,0,Central
L027388,C014543,4697897,11.61,36,2023-12-08,2024-01-08,2026-12-08,Overdue,0,16799,Property,0,West
L027389,C030357,525362,14.76,12,2021-02-02,2021-03-02,2022-02-02,Active,13141,98961,Property,0,East
L027390,C046677,2127588,8.18,24,2023-12-01,2024-01-01,2025-12-01,Active,0,34063,Vehicle,0,North
L027391,C029218,4335922,14.14,60,2023-07-31,2023-08-31,2028-07-31,Overdue,7572,73869,Property,0,West
L027392,C059462,1449593,10.13,24,2023-05-01,2023-06-01,2025-05-01,Overdue,38977,26173,Property,0,Central
L027393,C029659,533781,9.64,12,2024-12-17,2025-01-17,2025-12-17,Overdue,0,24577,Vehicle,0,Northeast
L027394,C069187,4947259,14.05,60,2020-04-05,2020-05-05,2025-04-05,Closed,30438,21372,Vehicle,0,East
L027395,C029634,1412037,8.45,36,2022-12-31,2023-01-31,2025-12-31,Closed,34363,34907,Property,0,East
L027396,C050891,4211208,11.2,12,2023-01-17,2023-02-17,2024-01-17,Overdue,0,19863,Property,0,West
L027397,C002009,3550580,12.24,24,2024-05-15,2024-06-15,2026-05-15,Closed,0,96116,Property,0,Northeast
L027398,C040754,3876064,9.91,48,2023-08-05,2023-09-05,2027-08-05,Overdue,20803,66263,Vehicle,0,North
L027399,C054428,3889652,14.0,48,2023-10-20,2023-11-20,2027-10-20,Overdue,0,25596,Property,0,North
L027400,C065729,4572928,14.68,12,2022-08-25,2022-09-25,2023-08-25,Closed,0,76038,Vehicle,0,Northeast
L027401,C022657,4574228,9.68,24,2020-12-12,2021-01-12,2022-12-12,Overdue,0,58545,Vehicle,0,Northeast
L027402,C035836,3241855,9.28,24,2021-02-04,2021-03-04,2023-02-04,Active,0,46603,Property,0,North
L027403,C058115,2216670,10.56,12,2021-03-20,2021-04-20,2022-03-20,Closed,27609,32043,Vehicle,1,East
L027404,C007436,834473,13.9,60,2021-07-11,2021-08-11,2026-07-11,Overdue,6839,36818,Property,0,Central
L027405,C068500,1051314,11.16,12,2020-03-17,2020-04-17,2021-03-17,Closed,18149,42826,Property,0,East
L027406,C066719,148958,8.27,48,2022-10-22,2022-11-22,2026-10-22,Active,25598,45526,Property,0,East
L027407,C051929,2695955,13.56,12,2024-09-05,2024-10-05,2025-09-05,Overdue,16160,61198,Property,1,North
L027408,C065376,4346722,12.58,48,2024-04-04,2024-05-04,2028-04-04,Overdue,0,38144,Property,1,East
L027409,C017343,2604773,12.1,60,2024-05-04,2024-06-04,2029-05-04,Active,0,3330,Property,0,Northeast
L027410,C027345,677765,11.97,36,2022-03-24,2022-04-24,2025-03-24,Overdue,18527,91330,Vehicle,0,Central
L027411,C044922,4064672,12.49,24,2024-09-13,2024-10-13,2026-09-13,Active,24762,96049,Vehicle,0,North
L027412,C053401,3326290,10.69,60,2020-01-25,2020-02-25,2025-01-25,Overdue,30953,8417,Property,0,West
L027413,C067171,1498918,8.08,60,2021-05-21,2021-06-21,2026-05-21,Overdue,0,3727,Vehicle,0,South
L027414,C044099,1703860,7.1,12,2021-04-03,2021-05-03,2022-04-03,Overdue,0,48744,Property,0,Central
L027415,C020170,4440521,10.52,24,2023-04-16,2023-05-16,2025-04-16,Active,0,38329,Property,0,West
L027416,C066514,1432269,14.3,48,2024-04-27,2024-05-27,2028-04-27,Active,0,91967,Property,0,East
L027417,C013857,4952898,8.05,36,2023-09-02,2023-10-02,2026-09-02,Overdue,47127,70511,Property,0,Central
L027418,C030530,654508,11.0,48,2024-10-24,2024-11-24,2028-10-24,Active,14375,74467,Vehicle,0,North
L027419,C060532,4310397,14.87,60,2022-04-24,2022-05-24,2027-04-24,Closed,0,92721,Vehicle,0,South
L027420,C011683,208438,14.98,48,2023-10-09,2023-11-09,2027-10-09,Active,0,85416,Vehicle,0,North
L027421,C059235,4724355,11.0,12,2024-12-17,2025-01-17,2025-12-17,Closed,16872,11647,Property,0,East
L027422,C035414,3952393,13.75,60,2023-02-20,2023-03-20,2028-02-20,Active,0,29696,Property,0,East
L027423,C013797,3371104,12.9,24,2022-01-26,2022-02-26,2024-01-26,Active,10361,88407,Property,1,East
L027424,C042270,413083,12.62,12,2021-01-25,2021-02-25,2022-01-25,Closed,17941,36349,Vehicle,0,South
L027425,C030000,1712163,10.48,12,2023-03-25,2023-04-25,2024-03-25,Overdue,0,91642,Vehicle,0,Central
L027426,C038585,4739063,12.64,36,2021-09-09,2021-10-09,2024-09-09,Active,0,86197,Property,0,East
L027427,C002957,977961,8.77,36,2022-06-25,2022-07-25,2025-06-25,Overdue,0,9598,Property,0,North
L027428,C002924,4860452,10.86,48,2023-10-07,2023-11-07,2027-10-07,Overdue,3327,91088,Property,0,North
L027429,C054350,540738,13.93,24,2022-10-22,2022-11-22,2024-10-22,Closed,0,10574,Property,0,East
L027430,C065181,2203440,10.49,60,2022-06-10,2022-07-10,2027-06-10,Active,0,10572,Property,1,South
L027431,C022397,3826507,14.49,24,2021-02-18,2021-03-18,2023-02-18,Active,12016,63862,Vehicle,0,North
L027432,C010331,3975119,12.33,36,2021-10-03,2021-11-03,2024-10-03,Active,0,21693,Property,0,Central
L027433,C059405,4783212,10.26,24,2021-04-20,2021-05-20,2023-04-20,Active,38807,79091,Vehicle,0,Northeast
L027434,C028567,1908066,11.39,24,2021-05-26,2021-06-26,2023-05-26,Closed,0,83138,Property,0,Northeast
L027435,C051752,4197034,7.71,12,2024-11-16,2024-12-16,2025-11-16,Closed,49802,10715,Vehicle,0,East
L027436,C037697,3008563,11.2,60,2023-12-29,2024-01-29,2028-12-29,Active,0,71164,Property,0,East
L027437,C016845,4766471,14.32,48,2020-09-10,2020-10-10,2024-09-10,Closed,16911,76361,Property,0,Northeast
L027438,C051464,970295,14.01,12,2022-04-13,2022-05-13,2023-04-13,Closed,43395,30310,Property,0,Northeast
L027439,C052732,573329,12.93,12,2021-01-07,2021-02-07,2022-01-07,Active,4703,68066,Property,1,North
L027440,C001726,4173022,12.65,36,2024-10-29,2024-11-29,2027-10-29,Closed,0,22844,Property,0,East
L027441,C017535,2919469,9.21,36,2020-12-15,2021-01-15,2023-12-15,Active,0,48389,Vehicle,0,South
L027442,C010483,4966593,10.61,24,2020-10-22,2020-11-22,2022-10-22,Overdue,21479,78827,Vehicle,0,Central
L027443,C064065,3817791,7.5,60,2021-06-28,2021-07-28,2026-06-28,Overdue,11121,70691,Property,0,West
L027444,C040010,4494994,9.44,36,2023-01-01,2023-02-01,2026-01-01,Overdue,42710,6617,Property,0,South
L027445,C018743,4966060,9.47,48,2021-07-04,2021-08-04,2025-07-04,Active,34707,34732,Property,0,North
L027446,C027652,934744,14.6,24,2023-04-10,2023-05-10,2025-04-10,Overdue,46638,14344,Property,0,East
L027447,C023517,3585406,14.24,12,2023-06-09,2023-07-09,2024-06-09,Overdue,0,39694,Property,0,East
L027448,C028598,98848,8.2,24,2024-06-16,2024-07-16,2026-06-16,Closed,40586,27218,Vehicle,0,South
L027449,C003618,422731,10.37,48,2024-05-08,2024-06-08,2028-05-08,Closed,15413,59451,Vehicle,0,North
L027450,C009706,146273,7.46,36,2021-02-15,2021-03-15,2024-02-15,Closed,36886,90689,Property,0,Northeast
L027451,C042468,2212851,11.6,12,2020-08-25,2020-09-25,2021-08-25,Overdue,12056,44358,Property,0,South
L027452,C037034,1003014,11.78,48,2022-02-06,2022-03-06,2026-02-06,Closed,0,25085,Property,0,South
L027453,C036183,1751818,11.98,36,2021-02-24,2021-03-24,2024-02-24,Closed,0,90237,Vehicle,1,Northeast
L027454,C051535,2069238,7.9,12,2020-08-27,2020-09-27,2021-08-27,Closed,39831,66822,Property,0,West
L027455,C017365,1076898,14.24,36,2021-07-17,2021-08-17,2024-07-17,Overdue,32320,48480,Property,0,East
L027456,C022006,540682,7.72,24,2021-04-23,2021-05-23,2023-04-23,Overdue,0,95737,Property,0,North
L027457,C033386,4490324,13.76,36,2020-06-04,2020-07-04,2023-06-04,Active,41329,48943,Property,0,West
L027458,C024462,426879,9.96,48,2022-06-17,2022-07-17,2026-06-17,Overdue,0,94915,Vehicle,0,West
L027459,C054080,3096902,10.88,36,2021-08-25,2021-09-25,2024-08-25,Overdue,3415,85986,Property,0,East
L027460,C022863,2249451,9.15,48,2021-02-06,2021-03-06,2025-02-06,Active,0,3073,Property,0,Central
L027461,C065867,747120,14.47,48,2020-09-22,2020-10-22,2024-09-22,Closed,0,34699,Property,0,North
L027462,C014456,758008,8.86,60,2021-06-20,2021-07-20,2026-06-20,Overdue,29903,65738,Property,0,Central
L027463,C061892,2778601,8.1,48,2024-11-20,2024-12-20,2028-11-20,Active,0,90807,Property,0,East
L027464,C033695,3590184,12.33,60,2023-06-14,2023-07-14,2028-06-14,Closed,45335,25478,Property,0,West
L027465,C014845,137970,8.41,12,2021-06-21,2021-07-21,2022-06-21,Overdue,0,86777,Vehicle,1,Northeast
L027466,C004090,3116923,10.09,48,2021-05-08,2021-06-08,2025-05-08,Active,13551,39912,Property,0,East
L027467,C040312,4883115,10.0,24,2023-01-07,2023-02-07,2025-01-07,Closed,4785,37814,Property,1,East
L027468,C004310,4637945,9.66,60,2023-10-10,2023-11-10,2028-10-10,Closed,10909,37362,Property,0,Northeast
L027469,C045596,3564085,14.91,48,2021-10-26,2021-11-26,2025-10-26,Overdue,0,24634,Property,0,East
L027470,C046313,4025243,7.57,60,2021-01-16,2021-02-16,2026-01-16,Overdue,0,2446,Vehicle,0,Northeast
L027471,C010373,3967088,14.96,48,2020-12-23,2021-01-23,2024-12-23,Active,38527,22807,Property,0,West
L027472,C032201,1743213,13.49,36,2022-01-29,2022-02-28,2025-01-29,Active,0,67472,Property,0,West
L027473,C045025,3589127,9.07,12,2021-02-17,2021-03-17,2022-02-17,Active,14317,35666,Property,0,North
L027474,C019529,1268482,7.22,36,2024-03-07,2024-04-07,2027-03-07,Active,0,27125,Property,0,West
L027475,C004571,3640312,10.62,24,2024-07-21,2024-08-21,2026-07-21,Active,0,53578,Vehicle,0,West
L027476,C031483,2251486,8.06,48,2022-06-07,2022-07-07,2026-06-07,Overdue,0,43703,Property,0,Northeast
L027477,C058225,696274,12.07,48,2023-02-25,2023-03-25,2027-02-25,Closed,0,84343,Vehicle,0,North
L027478,C020733,2127633,12.5,48,2024-06-19,2024-07-19,2028-06-19,Active,0,52754,Property,0,North
L027479,C039057,1289153,8.05,12,2023-07-01,2023-08-01,2024-07-01,Closed,0,71608,Vehicle,0,West
L027480,C041017,2275074,7.72,60,2023-04-10,2023-05-10,2028-04-10,Closed,20231,69787,Property,0,North
L027481,C030426,2010242,11.14,60,2020-06-18,2020-07-18,2025-06-18,Active,0,2321,Property,1,North
L027482,C013988,402213,13.46,60,2022-09-11,2022-10-11,2027-09-11,Closed,0,77272,Property,0,Northeast
L027483,C014916,4433336,9.86,48,2020-10-26,2020-11-26,2024-10-26,Closed,0,70117,Property,0,East
L027484,C030238,4554186,11.88,24,2023-07-22,2023-08-22,2025-07-22,Active,0,14032,Property,0,East
L027485,C039666,775397,14.09,48,2021-12-10,2022-01-10,2025-12-10,Overdue,0,83464,Property,1,East
L027486,C003770,2527105,14.06,36,2022-02-25,2022-03-25,2025-02-25,Overdue,30462,23954,Property,0,Central
L027487,C069136,4830500,13.49,36,2023-02-03,2023-03-03,2026-02-03,Overdue,0,26506,Vehicle,0,Northeast
L027488,C025907,3243371,14.24,36,2020-11-12,2020-12-12,2023-11-12,Closed,22637,78193,Property,0,Central
L027489,C035689,4194477,9.2,36,2023-08-28,2023-09-28,2026-08-28,Closed,48855,21164,Property,0,Central
L027490,C002876,3675408,8.71,60,2022-05-01,2022-06-01,2027-05-01,Closed,9672,93374,Property,0,South
L027491,C001644,1807667,9.48,24,2020-07-02,2020-08-02,2022-07-02,Closed,0,21551,Property,0,East
L027492,C054324,718138,10.48,12,2020-08-06,2020-09-06,2021-08-06,Active,0,73730,Property,0,South
L027493,C002268,2349805,8.29,24,2024-12-19,2025-01-19,2026-12-19,Active,25448,47058,Property,0,Northeast
L027494,C043346,943732,8.22,36,2020-05-28,2020-06-28,2023-05-28,Overdue,0,95489,Property,0,West
L027495,C055131,3707197,12.78,48,2023-07-30,2023-08-30,2027-07-30,Active,23437,40146,Vehicle,0,South
L027496,C063055,1464655,9.33,12,2021-07-03,2021-08-03,2022-07-03,Closed,34111,73445,Vehicle,0,Central
L027497,C013917,1894227,8.69,24,2023-08-31,2023-09-30,2025-08-31,Overdue,33262,15091,Vehicle,0,East
L027498,C060077,112878,8.59,24,2021-06-24,2021-07-24,2023-06-24,Closed,0,84818,Vehicle,0,North
L027499,C010511,2567805,14.74,60,2024-12-01,2025-01-01,2029-12-01,Closed,0,5203,Vehicle,0,Northeast
L027500,C024736,3707559,14.87,12,2020-12-19,2021-01-19,2021-12-19,Overdue,3998,9490,Vehicle,0,Northeast
L027501,C054194,2704398,14.45,24,2022-03-08,2022-04-08,2024-03-08,Active,30704,97568,Property,1,East
L027502,C046705,422256,8.5,12,2024-11-18,2024-12-18,2025-11-18,Closed,41935,56839,Property,0,North
L027503,C023351,3425567,9.09,48,2023-08-25,2023-09-25,2027-08-25,Overdue,47709,93446,Property,0,West
L027504,C005152,4452028,9.72,24,2023-03-17,2023-04-17,2025-03-17,Active,0,32822,Vehicle,0,West
L027505,C031292,3676353,9.07,36,2022-02-16,2022-03-16,2025-02-16,Closed,10652,43099,Property,0,Northeast
L027506,C058526,2011302,7.92,48,2022-04-16,2022-05-16,2026-04-16,Overdue,30654,48637,Property,0,North
L027507,C054097,4146552,13.43,24,2022-09-22,2022-10-22,2024-09-22,Active,0,21959,Vehicle,0,Central
L027508,C026444,3614120,9.26,48,2023-02-20,2023-03-20,2027-02-20,Closed,34034,24438,Property,0,South
L027509,C059312,3802649,12.73,12,2024-11-21,2024-12-21,2025-11-21,Active,8127,95123,Property,0,North
L027510,C063597,1162634,11.62,12,2021-02-26,2021-03-26,2022-02-26,Active,0,5754,Vehicle,0,East
L027511,C053955,4945964,7.79,24,2024-08-03,2024-09-03,2026-08-03,Closed,38853,51304,Property,0,West
L027512,C014846,2980591,14.41,24,2023-06-14,2023-07-14,2025-06-14,Closed,4804,31280,Vehicle,0,Central
L027513,C014505,4542766,12.51,36,2023-10-07,2023-11-07,2026-10-07,Closed,28380,80764,Property,0,East
L027514,C020772,545450,8.76,24,2020-04-18,2020-05-18,2022-04-18,Overdue,40640,6839,Property,0,North
L027515,C045625,3824398,11.16,60,2020-02-15,2020-03-15,2025-02-15,Closed,0,46646,Property,0,East
L027516,C050716,2089256,12.76,60,2021-08-22,2021-09-22,2026-08-22,Closed,0,78907,Property,0,East
L027517,C020735,4690941,14.58,48,2023-01-30,2023-02-28,2027-01-30,Active,4155,87194,Vehicle,0,North
L027518,C022344,2483582,12.1,36,2024-04-28,2024-05-28,2027-04-28,Active,1255,94272,Property,0,East
L027519,C064809,4846860,8.34,12,2021-05-01,2021-06-01,2022-05-01,Closed,33760,93977,Property,0,South
L027520,C067770,2726768,14.85,48,2020-12-05,2021-01-05,2024-12-05,Closed,34093,35956,Property,0,North
L027521,C068185,3244275,7.54,36,2020-12-18,2021-01-18,2023-12-18,Closed,0,63263,Property,0,East
L027522,C069943,3283991,11.02,12,2020-04-18,2020-05-18,2021-04-18,Closed,0,55509,Vehicle,0,East
L027523,C005289,3810867,7.03,60,2024-07-22,2024-08-22,2029-07-22,Active,15029,69960,Property,0,North
L027524,C057847,4961435,12.05,60,2022-02-06,2022-03-06,2027-02-06,Closed,22645,48987,Property,0,West
L027525,C032140,4690574,10.79,12,2024-04-21,2024-05-21,2025-04-21,Closed,31104,54440,Property,0,West
L027526,C015106,3891989,8.24,24,2024-12-24,2025-01-24,2026-12-24,Active,49423,53750,Property,0,Northeast
L027527,C053433,3679974,11.41,48,2023-12-29,2024-01-29,2027-12-29,Active,0,3788,Property,0,Northeast
L027528,C061633,2780810,9.63,48,2023-05-24,2023-06-24,2027-05-24,Active,26109,77282,Property,0,South
L027529,C015160,674753,8.85,60,2021-03-17,2021-04-17,2026-03-17,Overdue,0,5400,Property,0,East
L027530,C068099,3547263,14.88,60,2022-02-28,2022-03-28,2027-02-28,Closed,27286,14390,Property,0,Northeast
L027531,C028052,3875878,9.29,48,2024-10-11,2024-11-11,2028-10-11,Active,36077,14575,Property,0,East
L027532,C039834,4013297,9.51,12,2024-06-24,2024-07-24,2025-06-24,Active,22164,69291,Property,0,East
L027533,C047521,3947563,11.56,12,2024-12-23,2025-01-23,2025-12-23,Overdue,20539,84310,Vehicle,0,South
L027534,C019090,1908835,10.13,12,2024-04-15,2024-05-15,2025-04-15,Closed,46393,13307,Property,1,East
L027535,C046256,3070195,12.91,48,2020-04-13,2020-05-13,2024-04-13,Overdue,0,50662,Property,0,Central
L027536,C061838,3739340,12.66,12,2022-12-27,2023-01-27,2023-12-27,Active,9421,45187,Property,0,West
L027537,C021713,2847977,8.75,48,2021-12-21,2022-01-21,2025-12-21,Active,0,11466,Property,0,South
L027538,C053394,3253338,8.31,24,2021-08-30,2021-09-30,2023-08-30,Active,16009,33085,Property,0,East
L027539,C058090,660051,8.04,36,2021-03-07,2021-04-07,2024-03-07,Overdue,22860,11624,Vehicle,1,North
L027540,C019569,3720552,12.03,24,2022-11-08,2022-12-08,2024-11-08,Overdue,0,62985,Property,1,Central
L027541,C045684,2242802,14.16,48,2024-02-07,2024-03-07,2028-02-07,Active,0,12082,Property,0,North
L027542,C001798,1751289,9.13,60,2023-11-25,2023-12-25,2028-11-25,Closed,0,85510,Property,0,East
L027543,C010198,1701679,12.3,48,2022-01-19,2022-02-19,2026-01-19,Closed,0,69361,Vehicle,0,West
L027544,C010730,759157,12.74,24,2021-11-03,2021-12-03,2023-11-03,Overdue,46316,80571,Vehicle,0,North
L027545,C034615,4854618,9.68,48,2023-08-17,2023-09-17,2027-08-17,Closed,0,23575,Vehicle,0,East
L027546,C043212,3890860,7.69,24,2020-01-04,2020-02-04,2022-01-04,Closed,12267,95774,Property,0,South
L027547,C062881,2059770,8.0,24,2020-09-02,2020-10-02,2022-09-02,Closed,0,69904,Vehicle,1,West
L027548,C021647,4759903,14.75,12,2024-08-17,2024-09-17,2025-08-17,Active,34718,82927,Vehicle,0,South
L027549,C011848,3568890,9.6,60,2022-12-13,2023-01-13,2027-12-13,Overdue,0,38290,Property,0,West
L027550,C004109,3700127,8.11,36,2021-09-02,2021-10-02,2024-09-02,Closed,0,98147,Property,0,West
L027551,C065184,3415193,7.68,48,2023-03-19,2023-04-19,2027-03-19,Closed,0,40592,Vehicle,0,East
L027552,C019765,1463624,7.08,60,2021-06-27,2021-07-27,2026-06-27,Active,33336,17099,Property,0,Central
L027553,C052190,4508736,12.87,12,2020-09-09,2020-10-09,2021-09-09,Active,45695,38648,Property,0,Central
L027554,C009919,1246718,11.85,48,2024-02-12,2024-03-12,2028-02-12,Closed,0,74338,Property,1,West
L027555,C004588,352242,12.66,36,2024-04-22,2024-05-22,2027-04-22,Overdue,0,66458,Property,0,South
L027556,C046529,4327050,7.79,48,2024-09-11,2024-10-11,2028-09-11,Overdue,2777,8433,Property,0,Central
L027557,C001117,544145,12.34,60,2023-03-03,2023-04-03,2028-03-03,Active,0,38693,Property,1,Central
L027558,C036947,2126113,13.33,48,2024-01-22,2024-02-22,2028-01-22,Overdue,0,76927,Property,0,Central
L027559,C013468,3779680,10.15,24,2020-03-28,2020-04-28,2022-03-28,Active,0,57671,Property,1,West
L027560,C039978,4579879,9.0,36,2024-05-19,2024-06-19,2027-05-19,Active,14842,9897,Vehicle,0,Central
L027561,C026475,2993393,11.41,48,2021-07-25,2021-08-25,2025-07-25,Overdue,41724,43857,Vehicle,0,South
L027562,C041655,1059525,8.04,48,2022-07-12,2022-08-12,2026-07-12,Overdue,0,41351,Property,0,North
L027563,C033340,981885,10.31,36,2023-03-23,2023-04-23,2026-03-23,Closed,0,45923,Property,0,Northeast
L027564,C015194,4204429,7.11,24,2024-03-26,2024-04-26,2026-03-26,Closed,0,75289,Vehicle,0,North
L027565,C026398,4893085,7.32,24,2020-06-17,2020-07-17,2022-06-17,Closed,8360,52824,Property,0,East
L027566,C045235,316701,11.98,60,2022-06-06,2022-07-06,2027-06-06,Active,0,51123,Property,0,Central
L027567,C064573,1368419,8.75,60,2021-12-11,2022-01-11,2026-12-11,Active,0,47143,Property,0,East
L027568,C030449,385258,11.76,24,2021-05-19,2021-06-19,2023-05-19,Active,47463,13480,Property,0,West
L027569,C053158,1110097,7.47,36,2021-11-02,2021-12-02,2024-11-02,Active,36979,44979,Property,0,South
L027570,C030623,2602361,12.06,60,2024-02-05,2024-03-05,2029-02-05,Active,0,17117,Property,0,Central
L027571,C017670,331904,13.4,60,2023-06-29,2023-07-29,2028-06-29,Overdue,20447,86871,Vehicle,0,North
L027572,C045544,1309680,12.77,36,2022-06-29,2022-07-29,2025-06-29,Overdue,17527,7101,Vehicle,1,South
L027573,C039331,926183,8.4,36,2024-10-02,2024-11-02,2027-10-02,Closed,13847,84242,Property,0,North
L027574,C063602,1534754,10.97,60,2023-08-27,2023-09-27,2028-08-27,Closed,45094,23470,Vehicle,0,North
L027575,C026133,4304360,8.8,36,2023-12-12,2024-01-12,2026-12-12,Active,0,51149,Vehicle,0,West
L027576,C035320,2362824,12.11,60,2021-07-25,2021-08-25,2026-07-25,Closed,45305,10184,Vehicle,1,South
L027577,C054603,4377400,9.56,12,2023-03-16,2023-04-16,2024-03-16,Overdue,0,50099,Property,0,South
L027578,C068768,3223160,9.32,24,2023-05-28,2023-06-28,2025-05-28,Closed,24640,58841,Property,0,South
L027579,C041243,3453477,9.78,48,2023-06-20,2023-07-20,2027-06-20,Active,0,4689,Property,0,Central
L027580,C061440,1978238,13.0,36,2020-06-07,2020-07-07,2023-06-07,Closed,12902,77783,Property,0,North
L027581,C048992,1172860,9.88,24,2021-11-26,2021-12-26,2023-11-26,Closed,33792,2197,Property,0,North
L027582,C050486,2668720,8.96,24,2022-01-16,2022-02-16,2024-01-16,Active,0,40984,Property,0,North
L027583,C050520,847883,14.32,12,2021-09-07,2021-10-07,2022-09-07,Overdue,18471,65807,Property,0,Northeast
L027584,C039072,1424953,9.29,24,2024-07-09,2024-08-09,2026-07-09,Active,0,92433,Property,0,Northeast
L027585,C052707,4625289,11.36,24,2024-06-11,2024-07-11,2026-06-11,Overdue,0,21543,Vehicle,0,Northeast
L027586,C067830,1276937,8.41,12,2023-12-11,2024-01-11,2024-12-11,Overdue,2701,8637,Vehicle,0,Northeast
L027587,C037564,4962205,13.64,12,2022-04-19,2022-05-19,2023-04-19,Active,0,37777,Property,0,West
L027588,C032175,3882761,13.71,12,2020-06-02,2020-07-02,2021-06-02,Active,0,18424,Property,0,South
L027589,C004357,2786623,13.81,36,2020-07-12,2020-08-12,2023-07-12,Closed,41053,65684,Vehicle,0,Northeast
L027590,C034199,263359,8.02,24,2020-05-02,2020-06-02,2022-05-02,Active,0,72258,Property,0,East
